,name,Unmodified,Unmodified+Adenine,Modified (Primitive purine biosynthesis)
C05539,N-Acetyl-L-2-amino-6-oxopimelate,,18,27
C04674,"3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine",,18,29
C03153,N5-Methyl-L-glutamine,,18,30
C00268,Dihydrobiopterin,,18,30
Z00045,THB,,18,30
C20690,"1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate",,18,30
C03149,N-Phosphotaurocyamine,,18,30
C03623,N-Methyl-2-oxoglutaramate,,18,30
C06313,Biopterin,,18,30
C20896,"D-Galactaro-1,4-lactone",,18,29
C03871,L-2-Amino-6-oxoheptanedioate,,18,27
C13508,Sulfoquinovosyldiacylglycerol,,18,30
C02721,N-Methyl-L-alanine,,18,30
C04280,1-Guanidino-1-deoxy-scyllo-inositol,,18,30
C04462,N-Succinyl-2-L-amino-6-oxoheptanedioate,,18,27
C01046,N-Methyl-L-glutamate,,18,30
C07044,Hydroxyurea,,18,30
C21091,"(2S,3R)-2,3-Dihydroxy-5-oxohexanedioate",,18,29
C00047,L-Lysine,,18,27
C02647,4-Guanidinobutanal,,18,30
C00855,D-Methionine,,19,31
C00408,L-Pipecolate,,19,28
C02727,N6-Acetyl-L-lysine,,19,28
C01924,Homoarginine,,19,29
C01180,4-Methylthio-2-oxobutanoic acid,,19,31
C04092,Delta1-Piperideine-2-carboxylate,,19,28
C03354,3-Methylthiopropanamine,,19,31
C00449,"N6-(L-1,3-Dicarboxypropyl)-L-lysine",,19,28
C20797,"2,3-Dihydroxypropane-1-sulfonate",,19,31
C02427,L-Homocitrulline,,19,28
C20263,"L-threo-7,8-Dihydrobiopterin",,19,31
C03626,"NG,NG-Dimethyl-L-arginine",,19,31
C03145,N-Formylmethionine,,19,31
C21730,epsilon-(gamma-L-Glutamyl)-L-lysine,,19,28
C00450,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate",,19,28
C02837,"L-Lysine 1,6-lactam",,19,28
C03172,S-Methyl-L-methionine,,19,31
C00565,Trimethylamine,,19,31
C04673,1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol,,19,31
C04332,"6,7-Dimethyl-8-(D-ribityl)lumazine",,19,31
C05341,beta-Alanyl-L-lysine,,19,28
C00019,S-Adenosyl-L-methionine,,19,31
C03134,"N,N-Dimethylformamide",,19,31
C01672,Cadaverine,,19,28
C21182,6-Deoxy-6-sulfo-D-gluconate,,19,31
C20911,C20911,,19,28
C02333,Xanthopterin-B2,,19,31
C15522,4a-Hydroxytetrahydrobiopterin,,19,31
C04076,L-2-Aminoadipate 6-semialdehyde,,19,28
C20639,O-Ureido-L-serine,,19,31
C00739,D-Lysine,,19,28
C04020,D-Lysopine,,19,28
C02444,N6-Acyl-L-lysine,,19,28
C16489,Fructoselysine 6-phosphate,,19,28
C00114,Choline,,20,32
Z00041,SAM,,20,32
C03660,L-Bornesitol,,20,32
C05703,Methaneselenol,,20,32
C00170,5'-Methylthioadenosine,,20,32
C04556,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,,20,32
C11514,(E)-3-(Methoxycarbonyl)pent-2-enedioate,,20,32
C21310,"(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate",,20,32
C03239,6-Amino-2-oxohexanoate,,20,29
C06181,Piperideine,,20,29
C00580,Dimethyl sulfide,,20,32
C00255,Riboflavin,,20,32
C01137,S-Adenosylmethioninamine,,20,32
C01026,"N,N-Dimethylglycine",,20,32
C02723,N-Methylputrescine,,20,32
C03395,Fatty acid methyl ester,,20,32
C07130,Theophylline,,20,32
C05198,5'-Deoxyadenosine,,20,32
C06149,"6-(3'-Triphosphoryl-1'-methylglyceryl)-7-methyl-7,8-dihydrobiopterin",,20,32
C10783,(-)-Sparteine,,20,29
C00956,L-2-Aminoadipate,,20,29
C11515,(E)-2-(Methoxycarbonylmethyl)butenedioate,,20,32
C00213,Sarcosine,,20,32
C05548,6-Acetamido-2-oxohexanoate,,20,29
C06352,4-O-Methyl-myo-inositol,,20,32
C05995,7-Hydroxy-6-methyl-8-ribityllumazine,,20,32
C00300,Creatine,,20,32
C19809,(S)-Piperidine-2-carboxamide,,20,29
C18158,17-Oxosparteine,,20,29
C01298,"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol",,20,32
C21764,5-Hydroxybenzimidazole,,20,32
C05689,Se-Methyl-L-selenocysteine,,20,32
C18168,Diacylglycerylhomoserine,,20,32
C05324,Nicotianamine,,20,32
C03659,D-Bornesitol,,20,32
C20234,5-Guanidino-3-methyl-2-oxopentanoate,,20,32
C20651,O-Ureido-D-serine,,20,32
C02926,Homoserine lactone,,20,32
C05328,D-2-Aminohexano-6-lactam,,20,29
C12455,5-Aminopentanal,,20,29
C16488,Fructoselysine,,20,29
C00719,Betaine,,20,32
C02918,1-Methylnicotinamide,,20,32
C01004,N-Methylnicotinate,,20,32
C16352,7-Methylxanthosine,,20,32
C03089,5-Methylthio-D-ribose,,21,33
C18239,Precursor Z,,21,33
C00322,2-Oxoadipate,,21,30
C18169,"Diacylglyceryl-N,N,N-trimethylhomoserine",,21,33
C22288,5-Deoxy-D-ribose,,21,33
C01996,Acetylcholine,,21,33
C19787,5'-S-Methyl-5'-thioinosine,,21,33
C20560,N1-(3-Aminopropyl)agmatine,,21,33
C21102,5'-Deoxyinosine,,21,33
C04752,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,,21,33
C20277,"(2R,3R)-3-Methylornithine",,21,33
C00135,L-Histidine,,21,33
C00750,Spermine,,21,33
C04188,S-Methyl-5-thio-D-ribose 1-phosphate,,21,33
C18904,Methylselenopyruvate,,21,33
C11351,N1-Amidinostreptamine 6-phosphate,,21,33
C00157,Phosphatidylcholine,,21,33
C20248,7-Carboxy-7-carbaguanine,,21,33
C21009,N4-Aminopropylspermidine,,21,33
C05335,L-Selenomethionine,,21,33
C03087,5-Acetamidopentanoate,,21,30
C21004,Norspermine,,21,33
C00919,Choline sulfate,,21,33
C22450,,,21,33
C00431,5-Aminopentanoate,,21,30
C02535,Dimethyl selenide,,21,33
C01279,4-Amino-5-hydroxymethyl-2-methylpyrimidine,,21,33
C19669,Thermospermine,,21,33
C01727,Lumichrome,,21,33
C02305,Phosphocreatine,,21,33
Z00017,Flavin,,21,33
C00576,Betaine aldehyde,,21,33
C01746,Piperidine,,21,30
C06180,Anabasine,,21,30
C21616,Psicoselysine,,21,30
Z00040,Riboflavin,,21,33
C16565,Aminopropylcadaverine,,21,33
C21010,N4-Bis(aminopropyl)spermidine,,21,33
C00588,Choline phosphate,,21,33
C10772,Lupanine,,21,30
C01142,"(3S)-3,6-Diaminohexanoate",,21,33
C00791,Creatinine,,21,33
C08057,Cycloserine,,21,33
C01008,Trimethylsulfonium,,21,33
C16353,7-Methylxanthine,,21,33
C05574,3-Aminopentanedioate,,21,33
C15486,3''-Deamino-3''-oxonicotianamine,,21,33
C01777,Acylcholine,,21,33
C00061,FMN,,21,33
C01929,L-Histidinal,,22,34
C03277,Imidazol-5-yl-pyruvate,,22,34
C00884,Homocarnosine,,22,34
C20267,4-Amino-5-aminomethyl-2-methylpyrimidine,,22,34
C10905,Activated methyl group,,22,34
C01152,N(pi)-Methyl-L-histidine,,22,34
C06419,D-Histidine,,22,34
Z00014,FMN,,22,34
C00990,5-Aminopentanamide,,22,31
C13482,Phosphodimethylethanolamine,,22,34
C05662,Homoisocitrate,,22,31
C22238,FMN-N5-oxide,,22,34
C16566,Glutathionylaminopropylcadaverine,,22,34
C00386,Carnosine,,22,34
C00016,FAD,,22,34
C04230,1-Acyl-sn-glycero-3-phosphocholine,,22,34
C00388,Histamine,,22,34
C04233,2-Acyl-sn-glycero-3-phosphocholine,,22,34
C22451,,,22,34
C02360,2-Hydroxyadipate,,22,31
C18872,Trimethylselenonium,,22,34
C02621,13-Hydroxylupanine,,22,31
C01121,Streptidine 6-phosphate,,22,34
C05690,Se-Methylselenomethionine,,22,34
C00860,L-Histidinol,,22,34
C07480,Theobromine,,22,34
C05533,Oxaloglutarate,,22,31
C02565,N-Methylhydantoin,,22,34
C03273,5-Oxopentanoate,,22,31
C01847,Reduced FMN,,22,34
C03298,Nalpha-Methylhistidine,,22,34
C15996,7-Cyano-7-carbaguanine,,22,34
C05691,Se-Adenosylselenomethionine,,22,34
C21100,Caldopentamine,,22,34
C01081,Thiamin monophosphate,,22,34
C05708,Selenomethionine Se-oxide,,22,34
C13747,"1,7-Dimethylxanthine",,22,34
C16562,Glutathionylspermine,,22,34
C04582,S-Methyl-5-thio-D-ribulose 1-phosphate,,22,34
C01007,Reduced riboflavin,,22,34
C05575,Hercynine,,22,34
C15485,2'-Deoxymugineic acid,,22,34
Z00013,FAD,,23,35
C00251,Chorismate,,23,35
C16675,7-Aminomethyl-7-carbaguanine,,23,35
C04002,"(Z)-But-1-ene-1,2,4-tricarboxylate",,23,32
C00068,Thiamin diphosphate,,23,35
C16567,Homotrypanothione,,23,35
C16356,"1,7-Dimethyluric acid",,23,35
C01251,"(R)-2-Hydroxybutane-1,2,4-tricarboxylate",,23,32
C01210,N-Methylethanolamine phosphate,,23,35
C22359,S-Methyl-1-thio-D-xylulose 5-phosphate,,23,35
C00295,Orotate,,23,35
C05568,Imidazole lactate,,23,35
C02804,5-Hydroxypentanoate,,23,32
C03114,Dimethylbenzimidazole,,23,35
C22360,S-methyl-1-thio-D-ribulose 5-phosphate,,23,35
C22279,(2-Methylthio)acetaldehyde,,23,35
C16358,1-Methylxanthine,,23,35
C00378,Thiamine,,23,35
C01100,L-Histidinol phosphate,,23,35
C16563,Bis(glutathionyl)spermine,,23,35
C15650,"2,3-Diketo-5-methylthiopentyl-1-phosphate",,23,35
C05127,N-Methylhistamine,,23,35
C00489,Glutarate,,23,32
C05130,Imidazole-4-acetaldehyde,,23,35
C01352,FADH2,,23,35
Z00021,Generic Flavin,,23,35
C04327,4-Methyl-5-(2-phosphooxyethyl)thiazole,,23,35
C01043,N-Carbamoylsarcosine,,23,35
C01262,beta-Alanyl-N(pi)-methyl-L-histidine,,23,35
C16365,5-Acetylamino-6-formylamino-3-methyluracil,,23,35
Z00048,Thiamine phosphate,,23,35
C03817,(S)-3-(Imidazol-5-yl)lactate,,23,35
C07481,Caffeine,,23,35
C04259,"N,N-Dimethylhistidine",,23,35
C22025,(2S)-2-Amino-4-{[(1R)-1-carboxy-2-(1H-imidazol-4-yl)ethyl]amino}butanoate,,23,35
C00805,Salicylate,,24,36
C18054,2-Amino-2-deoxyisochorismate,,24,36
C11355,4-Amino-4-deoxychorismate,,24,36
C21294,D-Erythritol 1-phosphate,,24,36
C22024,Staphylopine,,24,36
C03028,Thiamin triphosphate,,24,36
C05381,3-Carboxy-1-hydroxypropyl-ThPP,,24,36
C11437,1-Deoxy-D-xylulose 5-phosphate,,24,36
C00587,3-Hydroxybenzoate,,24,36
C00346,Ethanolamine phosphate,,24,36
C00156,4-Hydroxybenzoate,,24,36
C21026,Iminoarginine,,24,36
C03646,Bis-gamma-glutamylcystine,,24,36
C21017,2-(alpha-Hydroxypropyl)thiamine diphosphate,,24,36
C02835,Imidazole-4-acetate,,24,36
C05361,Hydrazine,,24,33
C00885,Isochorismate,,24,36
C00254,Prephenate,,24,36
C05125,2-(alpha-Hydroxyethyl)thiamine diphosphate,,24,36
C01103,Orotidine 5'-phosphate,,24,36
C20772,3-[(1-Carboxyvinyl)oxy]benzoate,,24,36
C04294,5-(2-Hydroxyethyl)-4-methylthiazole,,24,36
C00108,Anthranilate,,24,36
C19679,L-Sorbosone,,24,36
C20710,"(4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate",,24,36
C15606,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",,24,36
C04778,"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole",,24,36
C01267,3-(Imidazol-4-yl)-2-oxopropyl phosphate,,24,36
C00177,Cyanide ion,,24,36
C06050,2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate,,24,36
Z00047,Thiamine diphosphate,,24,36
C15651,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,,24,36
C00697,Nitrogen,,24,33
C19686,3-(1-Carboxyvinyloxy)anthranilate,,25,37
C20634,O-Methyl anthranilate,,25,37
C18797,(S)-Hydroxynitrile,,25,37
C04437,1-(5-Phosphoribosyl)imidazole-4-acetate,,25,37
C05360,Diimine,,25,34
C00166,Phenylpyruvate,,25,37
C00146,Phenol,,25,37
C20773,6-Amino-6-deoxyfutalosine,,25,37
C00568,4-Aminobenzoate,,25,37
C16519,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,,25,37
C06680,4-Hydroxyphthalate,,25,37
C06010,(S)-2-Acetolactate,,25,37
C06006,(S)-2-Aceto-2-hydroxybutanoate,,25,37
C00811,4-Coumarate,,25,37
C22210,4-Amino-4-deoxyprephenate,,25,37
C00826,L-Arogenate,,25,37
C22233,(Salicyl)adenylate,,25,37
C00900,2-Acetolactate,,25,37
C04302,N-(5-Phospho-D-ribosyl)anthranilate,,25,37
C03005,N-Methylanthranilate,,25,37
C01755,Thiocyanate,,25,37
C03067,3-Hydroxybenzaldehyde,,25,37
C03217,2-Hydroxy-3-oxoadipate,,25,37
C13378,"alpha,beta-Dihydroxyethyl-TPP",,25,37
C20953,"3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate",,25,37
C04604,"3-Hydroxy-2-methylpyridine-4,5-dicarboxylate",,25,37
C00189,Ethanolamine,,25,37
C00105,UMP,,25,37
C03993,4-(beta-D-Glucosyloxy)benzoate,,25,37
C05835,2-Formaminobenzoylacetate,,25,37
C03167,Phosphonoacetaldehyde,,25,37
C21107,4-(beta-D-Ribofuranosyl)phenol 5'-phosphate,,25,37
C21497,4-Hydroxybenzoyl-adenylate,,25,37
C01179,3-(4-Hydroxyphenyl)pyruvate,,25,37
C05712,Cyanohydrin,,25,37
C19830,"(5S,6S)-6-Amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate",,25,37
C12215,Iminoerythrose 4-phosphate,,25,37
C05775,alpha-Ribazole,,25,37
C11434,2-C-Methyl-D-erythritol 4-phosphate,,25,37
C00350,Phosphatidylethanolamine,,25,37
C00503,Erythritol,,25,37
C06655,L-N2-(2-Carboxyethyl)arginine,,25,37
C06202,Salicylaldehyde,,25,37
C00633,4-Hydroxybenzaldehyde,,25,37
C02734,Phenolic phosphate,,25,37
C00292,Aniline,,25,37
C12305,Methyl salicylate,,25,37
C14097,2-Hydroxyisophthalic acid,,25,37
C00741,Diacetyl,,26,38
C06772,Diethanolamine,,26,38
C06011,Benzenamine sulfate,,26,38
C05973,2-Acyl-sn-glycero-3-phosphoethanolamine,,26,38
C01270,3-Hydroxy-2-methylpyridine-5-carboxylate,,26,38
C01402,Anilide,,26,38
C01450,Ketone,,26,38
C16700,"3,4-Dihydroxybenzaldehyde",,26,38
C01241,Phosphatidyl-N-methylethanolamine,,26,38
C04181,3-Hydroxy-3-methyl-2-oxobutanoic acid,,26,38
C06451,2-Hydroxyethylphosphonate,,26,38
C06203,trans-o-Hydroxybenzylidenepyruvate,,26,38
C21085,"3-[(1E,4R)-4-Hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate",,26,38
C19831,"(1R,6S)-6-Amino-5-oxocyclohex-2-ene-1-carboxylate",,26,38
C03494,D-Erythritol 4-phosphate,,26,38
C03351,3-Hydroxybenzyl alcohol,,26,38
C21306,"3,4-Dihydro-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate",,26,38
C03964,(R)-3-(4-Hydroxyphenyl)lactate,,26,38
C00921,Dihydropteroate,,26,38
C16423,Naringin chalcone,,26,38
C21272,3-(4-Aminophenyl)pyruvate,,26,38
C00106,Uracil,,26,38
C01403,Anisole,,26,38
C16999,Futalosine,,26,38
C06656,Deoxyguanidinoproclavaminic acid,,26,38
C00299,Uridine,,26,38
C03557,2-Aminoethylphosphonate,,26,38
C20726,Phenyl 5-phospho-alpha-D-ribofuranoside,,26,38
C03765,4-Hydroxyphenylacetaldehyde,,26,38
C14463,(R)-3-Hydroxy-3-methyl-2-oxopentanoate,,26,38
C05350,2-Hydroxy-3-(4-hydroxyphenyl)propenoate,,26,38
C00548,Phenyl acetate,,26,38
C01197,Caffeate,,26,38
C00601,Phenylacetaldehyde,,26,38
C02763,2-Hydroxy-3-phenylpropenoate,,26,38
C03590,4-Hydroxyphenylglyoxylate,,26,38
C20843,N5-Phenyl-L-glutamine,,26,38
C01302,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,,26,38
C04438,1-Acyl-sn-glycero-3-phosphoethanolamine,,26,38
C00015,UDP,,26,38
C20559,4-(beta-D-Ribofuranosyl)aniline 5'-phosphate,,26,38
C05817,"(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate",,26,38
C07331,Carbonyl sulfide,,26,38
C20646,(3S)-2-Oxo-3-phenylbutanoate,,26,38
C04272,"(R)-2,3-Dihydroxy-3-methylbutanoate",,26,38
C05607,Phenyllactate,,26,38
C00810,(R)-Acetoin,,26,38
C02265,D-Phenylalanine,,26,38
C03742,(S)-4-Hydroxymandelonitrile,,26,38
C01328,HO-,,26,38
C05713,Cyanoglycoside,,26,38
C04039,"2,3-Dihydroxy-3-methylbutanoate",,26,38
C12106,AminoDAHP,,26,38
C00082,L-Tyrosine,,26,38
C02737,Phosphatidylserine,,26,38
C05131,(1-Ribosylimidazole)-4-acetate,,26,38
C05682,Phosphonoacetate,,26,38
C17010,Dehypoxanthine futalosine,,26,38
C00079,L-Phenylalanine,,26,38
C01869,(-)-Sympatol,,27,39
C00475,Cytidine,,27,39
C00642,4-Hydroxyphenylacetate,,27,39
C03493,D-4-Hydroxyphenylglycine,,27,39
C20782,(S)-2-Phenyloxirane,,27,39
C20657,"meso-2,3-Butanediol",,27,39
C03506,Indoleglycerol phosphate,,27,39
C01368,3'-UMP,,27,39
C00483,Tyramine,,27,39
C07086,Phenylacetic acid,,27,39
C20800,3-Methyl-L-tyrosine,,27,39
C05678,(2-Amino-1-hydroxyethyl)phosphonate,,27,39
C06771,Triethanolamine,,27,39
C01612,Secondary alcohol,,27,39
C01168,Pseudouridine 5'-phosphate,,27,39
C03030,Uracil 5-carboxylate,,27,39
C00167,UDP-glucuronate,,27,39
C00052,UDP-alpha-D-galactose,,27,39
C22021,L-Tyrosinal,,27,39
C20895,"(2S,3S)-3-Methylphenylalanine",,27,39
C21971,"5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil",,27,39
C00429,"5,6-Dihydrouracil",,27,39
C21889,(2S)-3-(4-Hydroxyphenyl)-2-isocyanopropanoate,,27,39
C00141,3-Methyl-2-oxobutanoic acid,,27,39
C00415,Dihydrofolate,,27,39
C02083,Styrene oxide,,27,39
C00043,UDP-N-acetyl-alpha-D-glucosamine,,27,39
C01468,4-Cresol,,27,39
C00075,UTP,,27,39
C09789,Naringin,,27,39
C03584,3-(Uracil-1-yl)-L-alanine,,27,39
C21086,"(3E)-3-[(1R,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate",,27,39
C01170,UDP-N-acetyl-D-mannosamine,,27,39
C05332,Phenethylamine,,27,39
C06204,2-Hydroxychromene-2-carboxylate,,27,39
C20562,"N-[(7,8-Dihydropterin-6-yl)methyl]-4-(beta-D-ribofuranosyl)aniline 5'-phosphate",,27,39
C17017,Cyclic dehypoxanthine futalosine,,27,39
C02730,2-Succinylbenzoate,,27,39
C21473,"(1R,5aS,6R)-4a-Hydroxy-1,4,4a,5,5a,6,9,10a-octahydrophenazine-1,6-dicarboxylate",,27,39
C04308,Phosphatidyl-N-dimethylethanolamine,,27,39
C10434,5-O-Caffeoylshikimic acid,,27,39
C00029,UDP-glucose,,27,39
C01769,(S)-Acetoin,,27,39
C00466,Acetoin,,27,39
C03044,"(R,R)-Butane-2,3-diol",,27,39
C15809,Iminoglycine,,27,39
C00813,Barbiturate,,27,39
C21307,"3,4-Dihydro-7-hydroxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate",,27,39
C06007,"(R)-2,3-Dihydroxy-3-methylpentanoate",,27,39
C12109,AminoDHQ,,27,39
C00113,PQQ,,27,39
C21408,"(1R,6R)-1,4,5,5a,6,9-Hexahydrophenazine-1,6-dicarboxylate",,27,39
C02993,Kyotorphin,,27,39
C05974,2-Acyl-sn-glycero-3-phosphoserine,,27,39
C05853,Phenylethyl alcohol,,27,39
C20579,Cyclopeptine,,27,39
C04227,Octopamine,,27,39
C00526,Deoxyuridine,,27,39
C12323,L-4-Hydroxyphenylglycine,,27,39
C06044,4-Hydroxyphenylethanol,,27,39
C01494,Ferulate,,27,39
C05143,Dhurrin,,27,39
C00935,UDP-L-arabinose,,28,40
C00671,(S)-3-Methyl-2-oxopentanoic acid,,28,40
C22293,N4-Acetylcytidine,,28,40
C01088,"(R)-3,3-Dimethylmalate",,28,40
C09099,Naringenin 7-O-beta-D-glucoside,,28,40
C16827,p-Coumaroyl-D-glucose,,28,40
C00101,Tetrahydrofolate,,28,40
C20926,gamma-Glutamyltyramine,,28,40
C02666,Coniferyl aldehyde,,28,40
C02067,Pseudouridine,,28,40
C04089,UDP-4-dehydro-6-deoxy-D-glucose,,28,40
C03996,5'-O-beta-D-Glucosylpyridoxine,,28,40
C06040,Diglucosyldiacylglycerol,,28,40
C00203,UDP-N-acetyl-D-galactosamine,,28,40
C02564,N-Feruloylglycine,,28,40
C02442,N-Methyltyramine,,28,40
C20849,UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose,,28,40
C05593,3-Hydroxyphenylacetate,,28,40
C11521,UDP-6-sulfoquinovose,,28,40
C06364,"1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol",,28,40
C05005,Glycolipid,,28,40
C05822,3'-CMP,,28,40
C04415,4-O-beta-D-Glucosyl-4-hydroxycinnamate,,28,40
C02642,3-Ureidopropionate,,28,40
C04573,UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate,,28,40
Z00036,PQQ,,28,40
C03142,N-D-Glucosylarylamine,,28,40
C19761,1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate,,28,40
C06240,UDP-N-acetyl-D-mannosaminouronate,,28,40
C01158,1-O-Galloyl-beta-D-glucose,,28,40
C00365,dUMP,,28,40
C03046,"(S,S)-Butane-2,3-diol",,28,40
C12108,5-Amino-5-deoxy-3-dehydroshikimate,,28,40
C02330,UDP-L-iduronate,,28,40
C16155,UDP-L-Ara4O,,28,40
C15976,2-Methyl-1-hydroxypropyl-ThPP,,28,40
C17759,1-O-Feruloyl-beta-D-glucose,,28,40
C03848,6F-alpha-D-Galactosylsucrose,,28,40
C04703,"alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate",,28,40
C17018,"1,4-Dihydroxy-6-naphthoate",,28,40
Z00022,Generic quinone,,28,40
C20353,2'-Deamino-2'-hydroxyparomamine,,28,40
C00463,Indole,,28,40
C03003,N-Glucosylnicotinate,,28,40
C19154,"7,8-Didemethyl-8-hydroxy-5-deazariboflavin",,28,40
C01623,UDP-apiose,,28,40
C02355,"2',3'-Cyclic UMP",,28,40
C01359,PQQH2,,28,40
C17355,Nocardicin G,,28,40
C20910,L-4-Hydroxyphenylglycyl-L-arginine,,28,40
C04641,2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate,,28,40
C17582,2'-N-Acetylparomamine,,28,40
C04359,1-Deoxy-D-altro-heptulose 7-phosphate,,28,40
C02199,UDP-L-rhamnose,,28,40
C00611,N-Acetyllactosamine,,28,40
C06036,Trigalactosyl-diacylglycerol,,28,40
C05927,"7,8-Dihydromethanopterin",,28,40
C00380,Cytosine,,28,40
C00055,CMP,,28,40
C16074,Phenylacetonitrile,,28,40
C16401,"2,4,6-Trihydroxytoluene",,28,40
C20245,UDP-N-acetyl-alpha-D-glucosamine 3'-phosphate,,28,40
C00617,UDP-D-galacturonate,,28,40
C00078,L-Tryptophan,,28,40
C00966,2-Dehydropantoate,,28,40
C00190,UDP-D-xylose,,28,40
C00063,CTP,,28,40
C04631,UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,,28,40
C21634,Norcraugsodine,,28,40
C00881,Deoxycytidine,,28,40
C06746,N-(2-Phenylethyl)-acetamide,,28,40
C02505,2-Phenylacetamide,,28,40
C06046,Salidroside,,28,40
C04639,"2,4-Dioxotetrahydropyrimidine D-ribonucleotide",,28,40
C00183,L-Valine,,28,40
C12210,UDP-3-ketoglucose,,28,40
C00504,Folate,,28,40
C19823,"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose",,28,40
C04613,"UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose",,28,40
C01288,N-Acetyl-D-glucosaminylphosphatidylinositol,,28,40
C03204,10-Formyldihydrofolate,,28,40
C01050,UDP-N-acetylmuramate,,28,40
C21087,"3-[(1R,2S,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate",,28,40
C02983,Abrine,,29,41
C20962,Dapdiamide A,,29,41
C11435,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,,29,41
C19784,1-O-[2-(Acetylamino)-2-deoxy-alpha-D-glucopyranosyl]-D-myo-Inositol,,29,41
C20768,"UDP-2-acetamido-2,6-dideoxy-beta-L-talose",,29,41
C00977,L-Tryptophanamide,,29,41
C00112,CDP,,29,41
C00398,Tryptamine,,29,41
C00522,(R)-Pantoate,,29,41
C17352,Isonocardicin C,,29,41
C00570,CDP-ethanolamine,,29,41
C00269,CDP-diacylglycerol,,29,41
C02223,2-Methylbutanal,,29,41
C00407,L-Isoleucine,,29,41
C22162,Histidyltryptophyldiketopiperazine,,29,41
C20395,UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate,,29,41
C09332,THF-L-glutamate,,29,41
C01743,Paromamine,,29,41
C00664,5-Formiminotetrahydrofolate,,29,41
C20906,Galactosylglucosyldiacylglycerol,,29,41
C22277,Dehydro coenzyme F420-0,,29,41
C04248,6-(alpha-D-Glucosaminyl)-1-phosphatidyl-1D-myo-inositol,,29,41
C22216,Cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate},,29,41
C00789,CDP-ribitol,,29,41
C22033,N5-(Cytidine 5'-diphosphoramidyl)-L-glutamine,,29,41
C00509,Naringenin,,29,41
C21892,(2S)-3-(1H-Indol-3-yl)-2-isocyanopropanoate,,29,41
C18060,N-Acetyl-alpha-D-galactosamine 1-phosphate,,29,41
C22261,"UDP-2-acetamido-2,6-dideoxy-alpha-D-galactose",,29,41
C16153,UDP-L-Ara4N,,29,41
C19961,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine",,29,41
C12211,UDP-kanosamine,,29,41
C00445,"5,10-Methenyltetrahydrofolate",,29,41
C04630,"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose",,29,41
C13952,UDP-N-acetyl-D-galactosaminuronic acid,,29,41
C01739,Nocardicin E,,29,41
C20940,L-Dihydroanticapsin,,29,41
C01346,dUDP,,29,41
C20860,Triglucosyldiacylglycerol,,29,41
C04847,"alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine",,29,41
C00239,dCMP,,29,41
C00307,CDP-choline,,29,41
C22145,Fumiquinazoline F,,29,41
C00234,10-Formyltetrahydrofolate,,29,41
C03737,alpha-D-Xylose 1-phosphate,,29,41
C00590,Coniferyl alcohol,,29,41
