,cid,formula,name,num_rgroup,electrons,reduction,water_amt,water_per_c
8105,C10273,C14H12O4,Oxyresveratrol,0,128.0,2.142857142857143,24.0,1.7142857142857142
8106,C10274,C16H14O5,Phyllodulcin,0,150.0,2.125,27.0,1.6875
8107,C10275,C20H22O8,"Piceid; Polydatin; 3,4,5-Trihydroxystilbene-3-beta-monoglucoside",0,206.0,2.15,32.0,1.6
8108,C10276,C15H14O2,Pinosylvin methyl ether; 5-Methoxy-3-stilbenol,0,120.0,2.3333333333333335,28.0,1.8666666666666667
8113,C10281,C19H22O2,4-Prenyldihydropinosylvin,0,152.0,2.473684210526316,36.0,1.894736842105263
8115,C10283,C19H20O4,4'-Prenyloxyresveratrol,0,166.0,2.3157894736842106,34.0,1.7894736842105263
8117,C10285,C19H20O3,4-Prenylresveratrol,0,158.0,2.3684210526315788,35.0,1.8421052631578947
8119,C10287,C16H16O3,Pterostilbene,0,136.0,2.3125,29.0,1.8125
8120,C10288,C21H24O9,Rhaponticin; Rhapontin,0,222.0,2.142857142857143,33.0,1.5714285714285714
8121,C10289,C28H22O6,epsilon-Viniferin,0,238.0,2.1785714285714284,50.0,1.7857142857142858
8122,C10290,C10H8O4,Acamelin,0,100.0,2.0,16.0,1.6
8123,C10291,C15H10O4,Alizarin 2-methyl ether; 1-Hydroxy-2-methoxyanthraquinone,0,132.0,2.066666666666667,26.0,1.7333333333333334
8124,C10292,C16H16O5,Alkannin,0,152.0,2.1875,27.0,1.6875
8125,C10293,C21H22O6,"Alkannin beta,beta-dimethylacrylate",0,196.0,2.238095238095238,36.0,1.7142857142857142
8126,C10294,C15H10O5,Aloe-emodin,0,140.0,2.0,25.0,1.6666666666666667
8127,C10295,C20H14O6,Alteichin; Alterperylenol,0,182.0,2.05,34.0,1.7
8128,C10296,C16H16O8,Altersolanol A,0,176.0,2.0,24.0,1.5
8129,C10297,C14H8O5,Anthragallol,0,132.0,1.9285714285714286,23.0,1.6428571428571428
8130,C10298,C24H38O5,Ardisianone,0,222.0,2.5833333333333335,43.0,1.7916666666666667
8132,C10300,C12H10O4,Aristolindiquinone,0,114.0,2.0833333333333335,20.0,1.6666666666666667
8134,C10302,C18H22O4,Arnebinone,0,162.0,2.388888888888889,32.0,1.7777777777777777
8135,C10303,C23H24O12,Aurantio-obtusin beta-D-glucoside,0,258.0,2.0,34.0,1.4782608695652173
8137,C10305,C21H22O9,Barbaloin; Aloin; Aloin A,0,220.0,2.0952380952380953,33.0,1.5714285714285714
8138,C10306,C20H14O8,Bikaverin,0,198.0,1.95,32.0,1.6
8139,C10307,C27H32O14,Cascaroside A,0,306.0,2.074074074074074,40.0,1.4814814814814814
8140,C10308,C30H18O8,Cassiamin C,0,262.0,2.033333333333333,52.0,1.7333333333333334
8141,C10309,C29H26O10,Cercosporin,0,280.0,2.103448275862069,48.0,1.6551724137931034
8142,C10310,C12H10O2,Chimaphylin; Chimaphilin,0,98.0,2.25,22.0,1.8333333333333333
8144,C10312,C14H8O4,"Danthron; Chrysazin; 1,8-Dihydroxyanthraquinone",0,124.0,2.0,24.0,1.7142857142857142
8145,C10313,C25H28O12,Chryso-obtusin glucoside,0,274.0,2.08,38.0,1.52
8146,C10314,C15H12O3,Chrysophanic acid 9-anthrone; Chrysophanol anthrone; Chrysarobin,0,126.0,2.2,27.0,1.8
8147,C10315,C15H10O4,"Chrysophanol; Chrysophanic acid; 1,8-Dihydroxy-3-methylanthraquinone",0,132.0,2.066666666666667,26.0,1.7333333333333334
8148,C10316,C21H20O9,Chrysophanol 8-O-beta-D-glucoside; Chrysophanol 8-glucoside,0,218.0,2.0476190476190474,33.0,1.5714285714285714
8149,C10317,C20H22O6,Coleone A,0,190.0,2.25,34.0,1.7
8150,C10318,C60H56O11,Conocurvone,0,504.0,2.283333333333333,109.0,1.8166666666666667
8152,C10320,C22H34O5,Cornudentanone,0,206.0,2.5454545454545454,39.0,1.7727272727272727
8154,C10322,C14H10O4,"Cyperaquinone; 3-Methyl-6-prop-1-en-2-ylfuro[3,2-f][1]benzofuran-4,8-dione",0,126.0,2.0714285714285716,24.0,1.7142857142857142
8155,C10323,C16H12O5,Cypripedin,0,148.0,2.0625,27.0,1.6875
8157,C10325,C15H14O2,Deoxylapachol,0,120.0,2.3333333333333335,28.0,1.8666666666666667
8159,C10327,C15H10O4,Digiferrugineol; 1-Hydroxy-2-hydroxymethylanthraquinone,0,132.0,2.066666666666667,26.0,1.7333333333333334
8161,C10329,C15H10O4,"1,4-Dihydroxy-2-methylanthraquinone",0,132.0,2.066666666666667,26.0,1.7333333333333334
8163,C10331,C8H8O4,"2,6-Dimethoxybenzoquinone; 2,6-Dimetoxy-p-benzoquinone",0,88.0,2.0,12.0,1.5
8164,C10332,C22H14O6,Diospyrin,0,194.0,2.0454545454545454,38.0,1.7272727272727273
8166,C10334,C18H12O9,Dothistromin,0,192.0,1.8333333333333333,27.0,1.5
8167,C10335,C11H8O4,Droserone,0,106.0,2.0,18.0,1.6363636363636365
8169,C10337,C15H14O3,Dunnione,0,128.0,2.2666666666666666,27.0,1.8
8170,C10338,C19H20O6,"Echinone; 6-((1S)-1-(Acetyloxy)-4-methyl-3-pentenyl)-8-hydroxy-5-methoxy-1,4-naphthalenedione",0,182.0,2.210526315789474,32.0,1.6842105263157894
8172,C10340,C16H16O4,Eleutherin,0,144.0,2.25,28.0,1.75
8174,C10342,C17H26O4,Embelin,0,160.0,2.5294117647058822,30.0,1.7647058823529411
8175,C10343,C15H10O5,Emodin,0,140.0,2.0,25.0,1.6666666666666667
8177,C10345,C21H20O10,"Emodin 8-glucoside; 1-beta-D-Glucopyranosyloxy-3-methyl-6-hydroxy-8-hydroxy-9,10-anthraquinone",0,226.0,2.0,32.0,1.5238095238095237
8178,C10346,C21H20O9,Frangulin A,0,218.0,2.0476190476190474,33.0,1.5714285714285714
8181,C10349,C20H18O9,Frangulin B,0,210.0,2.0,31.0,1.55
8183,C10351,C16H20O2,Geranylbenzoquinone,0,132.0,2.5,30.0,1.875
8184,C10352,C15H14O4,Hibiscoquinone A,0,136.0,2.2,26.0,1.7333333333333334
8186,C10354,C15H10O3,2-Hydroxymethylanthraquinone; Anthraquinone-2-methanol,0,124.0,2.1333333333333333,27.0,1.8
8187,C10355,C20H12O5,Hypoxylone,0,172.0,2.05,35.0,1.75
8190,C10358,C22H14O6,Isodiospyrin,0,194.0,2.0454545454545454,38.0,1.7272727272727273
8192,C10360,C20H18O5,2-Isoprenylemodin,0,178.0,2.2,35.0,1.75
8194,C10362,C14H10O5,Kigelinone,0,134.0,2.0,23.0,1.6428571428571428
8197,C10365,C24H18O8,Knipholone,0,226.0,2.0416666666666665,40.0,1.6666666666666667
8198,C10366,C15H14O3,Lapachol,0,128.0,2.2666666666666666,27.0,1.8
8199,C10367,C15H14O3,beta-Lapachone,0,128.0,2.2666666666666666,27.0,1.8
8200,C10368,C10H6O3,Lawsone,0,90.0,2.0,17.0,1.7
8201,C10369,C15H10O5,Lucidin,0,140.0,2.0,25.0,1.6666666666666667
8202,C10370,C16H12O5,"Lucidin omega-methyl ether; 2-(Methoxymethyl)-1,3-dihydroxyanthraquinone",0,148.0,2.0625,27.0,1.6875
8203,C10371,C15H16O2,"Mansonone C; 3,8-Dimethyl-5-isopropyl-1,2-naphthalenedione",0,122.0,2.4,28.0,1.8666666666666667
8204,C10372,C16H16O4,9-Methoxy-alpha-lapachone,0,144.0,2.25,28.0,1.75
8205,C10373,C18H28O4,5-O-Methylembelin,0,168.0,2.5555555555555554,32.0,1.7777777777777777
8206,C10374,C15H8O4,"Morindaparvin A; 1,2-Methylenedioxyanthraquinone",0,130.0,2.0,26.0,1.7333333333333334
8208,C10376,C15H10O5,"Morindone; 1,2,5-Trihydroxy-6-methyl-9,10-anthracenedione",0,140.0,2.0,25.0,1.6666666666666667
8209,C10377,C16H14O6,"Nanafrocin; (1S,3R)-Nanaomycin A",0,158.0,2.0625,26.0,1.625
8211,C10379,C15H10O5,Norobtusifolin; 2-Hydroxychrysophanol,0,140.0,2.0,25.0,1.6666666666666667
8213,C10381,C22H22O10,Obtusifolin 2-glucoside,0,234.0,2.0454545454545454,34.0,1.5454545454545454
8214,C10382,C28H32O15,Physcion 8-gentiobioside; Physcion diglucoside; Physcion 8-O-beta-D-gentiobioside,0,320.0,2.0357142857142856,41.0,1.4642857142857142
8216,C10384,C22H22O10,Physcion 8-glucoside; Physcion 8-O-beta-D-monoglucoside,0,234.0,2.0454545454545454,34.0,1.5454545454545454
8217,C10385,C53H80O2,Plastoquinone-9; Plastoquinone A,0,414.0,2.7169811320754715,104.0,1.9622641509433962
8219,C10387,C11H8O3,Plumbagin,0,98.0,2.090909090909091,19.0,1.7272727272727273
8221,C10389,C11H12O2,Prenylbenzoquinone,0,94.0,2.3636363636363638,20.0,1.8181818181818181
8222,C10390,C12H16O3,Primin,0,112.0,2.4166666666666665,21.0,1.75
8224,C10392,C30H16O9,Pseudohypericin,0,268.0,1.9666666666666666,51.0,1.7
8226,C10394,C15H8O7,Pseudopurpurin,0,154.0,1.8,23.0,1.5333333333333334
8227,C10395,C14H8O5,Purpurin,0,132.0,1.9285714285714286,23.0,1.6428571428571428
8229,C10397,C15H10O5,Purpurin 1-methyl ether,0,140.0,2.0,25.0,1.6666666666666667
8230,C10398,C11H8O3,Ramentaceone; 7-Methyljuglone,0,98.0,2.090909090909091,19.0,1.7272727272727273
8231,C10399,C19H30O4,Rapanone,0,176.0,2.5789473684210527,34.0,1.7894736842105263
8233,C10401,C15H8O6,Rhein,0,146.0,1.8666666666666667,24.0,1.6
8234,C10402,C15H10O4,Rubiadin,0,132.0,2.066666666666667,26.0,1.7333333333333334
8236,C10404,C42H38O20,Sennoside A,0,450.0,1.9761904761904763,64.0,1.5238095238095237
8237,C10405,C15H10O2,Tectoquinone; 2-Methylanthraquinone,0,116.0,2.2,28.0,1.8666666666666667
8238,C10406,C13H10O8,Tricrozarin A,0,152.0,1.7692307692307692,18.0,1.3846153846153846
8239,C10407,C17H14O6,"Ventinone A; 1,4,5-Trihydroxy-7-methoxy-2,3-dimethylanthraquinone",0,164.0,2.0588235294117645,28.0,1.6470588235294117
8246,C10414,C16H12O4,Dalbergin,0,140.0,2.125,28.0,1.75
8247,C10415,C15H12O6,(+-)-Dalbergioidin,0,150.0,2.0,24.0,1.6
8248,C10416,C26H30O12,Dalpanin,0,282.0,2.1153846153846154,40.0,1.5384615384615385
8249,C10417,C23H22O6,Deguelin,0,208.0,2.217391304347826,40.0,1.7391304347826086
8250,C10418,C20H20O5,5-Deoxykievitone; (+-)-5-Deoxykievitone,0,180.0,2.25,35.0,1.75
8251,C10419,C16H14O6,"Ferreirin; 2,3-Dihydro-5,7-dihydroxy-3-(2-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one",0,158.0,2.0625,26.0,1.625
8252,C10420,C21H20O10,Genistein 8-C-glucoside,0,226.0,2.0,32.0,1.5238095238095237
8253,C10421,C20H20O4,Glabridin,0,172.0,2.3,36.0,1.8
8254,C10422,C20H18O5,(-)-Glyceollin II,0,178.0,2.2,35.0,1.75
8255,C10424,C17H14O7,Hildecarpin,0,172.0,2.0,27.0,1.588235294117647
8256,C10425,C25H28O4,Hispaglabridin A,0,210.0,2.4,46.0,1.84
8257,C10426,C13H14O4,1'-Acetoxychavicol acetate,0,124.0,2.230769230769231,22.0,1.6923076923076923
8258,C10427,C14H16O5,1'-Acetoxyeugenol acetate,0,140.0,2.2142857142857144,23.0,1.6428571428571428
8259,C10428,C10H12O,Anethole; t-Anethole; trans-Anethole,0,80.0,2.5,19.0,1.9
8260,C10429,C12H14O4,Apiole,0,118.0,2.25,20.0,1.6666666666666667
8261,C10430,C12H16O3,"beta-Asarone; cis-Asarone; (Z)-1-(2,4,5-Trimethoxyphenyl)-1-propene",0,112.0,2.4166666666666665,21.0,1.75
8262,C10431,C15H18O9,Caffeic acid 3-glucoside,0,180.0,2.0,21.0,1.4
8263,C10432,C16H18O8,1-Caffeoyl-4-deoxyquinic acid,0,178.0,2.0625,24.0,1.5
8264,C10433,C15H18O9,1-Caffeoyl-beta-D-glucose,0,180.0,2.0,21.0,1.4
8265,C10434,C16H16O8,5-O-Caffeoylshikimic acid,0,176.0,2.0,24.0,1.5
8266,C10435,C11H12O3,Carpacin,0,102.0,2.272727272727273,19.0,1.7272727272727273
8267,C10436,C20H24O3,Centrolobine,0,168.0,2.45,37.0,1.85
8268,C10437,C22H18O12,Chicoric acid,0,246.0,1.8636363636363635,32.0,1.4545454545454546
8269,C10438,C9H8O2,Cinnamic acid; Benzeneacrylic acid,0,78.0,2.2222222222222223,16.0,1.7777777777777777
8270,C10439,C34H44O16,4'-Cinnamoylmussatioside,0,376.0,2.176470588235294,52.0,1.5294117647058822
8271,C10441,C16H18O8,4-p-Coumaroylquinic acid,0,178.0,2.0625,24.0,1.5
8272,C10443,C21H20O6,Curcumin; Kacha haldi,0,194.0,2.1904761904761907,36.0,1.7142857142857142
8274,C10445,C25H24O12,"1,3-Dicaffeoylquinic acid; Cynarin",0,270.0,2.0,38.0,1.52
8275,C10446,C20H18O8,Diferulic acid,0,202.0,2.05,32.0,1.6
8276,C10447,C9H10O4,"3,4-Dihydroxyphenylpropanoate; Dihydrocaffeic acid; 3,4-Dihydroxyphenylpropionic acid",0,96.0,2.111111111111111,14.0,1.5555555555555556
8277,C10448,C10H14O3,Dihydroconiferyl alcohol; 4-Hydroxy-3-methoxy-benzenepropanol,0,98.0,2.4,17.0,1.7
8278,C10449,C12H14O4,Dillapiole; Dillapiol,0,118.0,2.25,20.0,1.6666666666666667
8279,C10450,C35H46O20,Echinacoside,0,416.0,2.085714285714286,50.0,1.4285714285714286
8280,C10451,C12H16O3,Elemicin,0,112.0,2.4166666666666665,21.0,1.75
8281,C10452,C10H12O,Estragole; 1-Methoxy-4-(2-propenyl)benzene; Methylchavicol,0,80.0,2.5,19.0,1.9
8282,C10453,C10H12O2,Eugenol,0,88.0,2.4,18.0,1.8
8283,C10454,C11H14O2,Methyleugenol; O-Methyleugenol; Eugenol methyl ether,0,96.0,2.4545454545454546,20.0,1.8181818181818181
8285,C10456,C29H36O15,Forsythiaside,0,330.0,2.103448275862069,43.0,1.4827586206896552
8286,C10457,C17H16O6,Homoferreirin,0,166.0,2.1176470588235294,28.0,1.6470588235294117
8287,C10458,C20H28O10,Furcatin,0,228.0,2.2,30.0,1.5
8288,C10459,C17H24O4,Gingerdione; [6]-Gingerdione,0,158.0,2.4705882352941178,30.0,1.7647058823529411
8289,C10460,C21H24O5,Gingerenone A,0,190.0,2.3333333333333335,37.0,1.7619047619047619
8290,C10461,C17H16O5,4-Hydroxyhomopterocarpin,0,158.0,2.176470588235294,29.0,1.7058823529411764
8291,C10462,C17H26O4,[6]-Gingerol; (S)-(+)-[6]Gingerol; 6-Gingerol,0,160.0,2.5294117647058822,30.0,1.7647058823529411
8292,C10463,C21H28O9,Grandidentatin,0,226.0,2.238095238095238,33.0,1.5714285714285714
8293,C10464,C23H22O7,12a-Hydroxyrotenone,0,216.0,2.1739130434782608,39.0,1.6956521739130435
8294,C10465,C24H26O13,Iridin,0,274.0,2.0,35.0,1.4583333333333333
8295,C10466,C29H36O17,Hellicoside,0,346.0,2.0344827586206895,41.0,1.4137931034482758
8296,C10467,C16H10O6,Irilone,0,154.0,1.9375,26.0,1.625
8297,C10468,C25H24O12,Isochlorogenic acid b,0,270.0,2.0,38.0,1.52
8298,C10469,C10H12O2,Isoeugenol,0,88.0,2.4,18.0,1.8
8299,C10470,C10H10O4,Isoferulic acid,0,102.0,2.1,16.0,1.6
8300,C10471,C17H14O6,Irisolidone,0,164.0,2.0588235294117645,28.0,1.6470588235294117
8301,C10472,C10H10O2,Isosafrole,0,86.0,2.3,18.0,1.8
8302,C10473,C37H50O20,Jionoside B1,0,432.0,2.135135135135135,54.0,1.4594594594594594
8303,C10474,C21H30O10,Lusitanicoside,0,236.0,2.238095238095238,32.0,1.5238095238095237
8304,C10475,C10H10O2,p-Methoxycinnamaldehyde; 4-Methoxycinnamaldehyde,0,86.0,2.3,18.0,1.8
8305,C10476,C12H14O3,p-Methoxycinnamic acid ethyl ester; Ethyl p-methoxycinnamate,0,110.0,2.3333333333333335,21.0,1.75
8306,C10477,C10H10O4,Methyl caffeate,0,102.0,2.1,16.0,1.6
8307,C10478,C11H14O2,Methylisoeugenol; trans-Methylisoeugenol; Isomethyleugenol,0,96.0,2.4545454545454546,20.0,1.8181818181818181
8308,C10479,C34H44O19,Myricoside,0,400.0,2.088235294117647,49.0,1.4411764705882353
8309,C10480,C11H12O3,Myristicin,0,102.0,2.272727272727273,19.0,1.7272727272727273
8310,C10481,C29H34O15,Orobanchoside; Crenatoside,0,328.0,2.0689655172413794,43.0,1.4827586206896552
8311,C10482,C17H26O3,"6-Paradol; 3-Decanone, 1-(4-hydroxy-3-methoxyphenyl)-",0,152.0,2.588235294117647,31.0,1.8235294117647058
8312,C10483,C13H12O8,Phaseolic acid,0,154.0,1.8461538461538463,18.0,1.3846153846153846
8313,C10484,C17H16O4,Phenethyl caffeate; Caffeic acid phenethyl ester,0,150.0,2.235294117647059,30.0,1.7647058823529411
8314,C10485,C29H36O16,Plantamajoside,0,338.0,2.0689655172413794,42.0,1.4482758620689655
8315,C10486,C20H18O6,"Licoisoflavone A; 2',4',5,7-Tetrahydroxy-3'-(3,3-dimethylallyl)isoflavone",0,186.0,2.15,34.0,1.7
8316,C10487,C14H16O4,Prenyl caffeate,0,132.0,2.2857142857142856,24.0,1.7142857142857142
8317,C10488,C35H46O20,Purpureaside C,0,416.0,2.085714285714286,50.0,1.4285714285714286
8318,C10490,C10H10O2,Safrole,0,86.0,2.3,18.0,1.8
8319,C10491,C27H28O6,Lonchocarpenin,0,238.0,2.2962962962962963,48.0,1.7777777777777777
8320,C10492,C26H22O10,Salvianolic acid A,0,258.0,2.0384615384615383,42.0,1.6153846153846154
8321,C10493,C11H12O3,Sarisan,0,102.0,2.272727272727273,19.0,1.7272727272727273
8322,C10494,C17H24O3,[6]-Shogaol; Shogaol,0,150.0,2.5294117647058822,31.0,1.8235294117647058
8323,C10495,C17H18O5,Lotisoflavan,0,160.0,2.235294117647059,29.0,1.7058823529411764
8324,C10496,C11H10O5,Sphagnum acid,0,116.0,2.0,17.0,1.5454545454545454
8326,C10498,C20H18O6,Luteone,0,186.0,2.15,34.0,1.7
8327,C10499,C29H36O16,Suspensaside,0,338.0,2.0689655172413794,42.0,1.4482758620689655
8328,C10500,C43H36O18,"1,3,4,5-Tetracaffeoylquinic acid",0,438.0,2.0,68.0,1.5813953488372092
8329,C10501,C29H36O15,Verbascoside; Acteoside,0,330.0,2.103448275862069,43.0,1.4827586206896552
8330,C10502,C16H12O5,(-)-Maackiain; Inermin,0,148.0,2.0625,27.0,1.6875
8331,C10503,C16H14O4,Medicarpin; (-)-Medicarpin,0,142.0,2.1875,28.0,1.75
8332,C10504,C16H12O5,Melannin,0,148.0,2.0625,27.0,1.6875
8333,C10505,C16H14O3,(R)-4-Methoxydalbergione,0,134.0,2.25,29.0,1.8125
8334,C10506,C22H18O6,Millettone,0,198.0,2.1363636363636362,38.0,1.7272727272727273
8335,C10507,C17H18O5,Mucronulatol,0,160.0,2.235294117647059,29.0,1.7058823529411764
8336,C10508,C16H14O5,(-)-Nissolin,0,150.0,2.125,27.0,1.6875
8337,C10509,C22H22O9,Ononin; Formononetin 7-O-glucoside,0,226.0,2.090909090909091,35.0,1.5909090909090908
8338,C10510,C15H10O6,Orobol,0,148.0,1.9333333333333333,24.0,1.6
8339,C10511,C25H24O5,Osajin,0,214.0,2.28,45.0,1.8
8340,C10512,C20H14O7,Pachyrrhizone,0,190.0,2.0,33.0,1.65
8341,C10513,C27H30O15,Paniculatin,0,312.0,2.0,39.0,1.4444444444444444
8342,C10514,C20H18O4,(-)-Phaseollin; Phaseolin,0,170.0,2.25,36.0,1.8
8343,C10515,C20H20O4,(-)-Phaseollinisoflavan,0,172.0,2.3,36.0,1.8
8344,C10516,C17H14O6,Pisatin; (+)-Pisatin,0,164.0,2.0588235294117645,28.0,1.6470588235294117
8347,C10519,C25H24O6,Pomiferin,0,222.0,2.24,44.0,1.76
8348,C10520,C16H12O6,Pratensein,0,156.0,2.0,26.0,1.625
8349,C10521,C16H12O5,Prunetin,0,148.0,2.0625,27.0,1.6875
8350,C10522,C16H10O5,Pseudobaptigenin,0,146.0,2.0,27.0,1.6875
8351,C10523,C20H16O5,Psoralidin,0,176.0,2.15,35.0,1.75
8352,C10524,C21H20O9,Puerarin,0,218.0,2.0476190476190474,33.0,1.5714285714285714
8353,C10525,C23H18O7,Rotenonone,0,212.0,2.0869565217391304,39.0,1.6956521739130435
8354,C10526,C17H18O4,(-)-Sativan,0,152.0,2.2941176470588234,30.0,1.7647058823529411
8355,C10527,C17H14O5,Sayanedine,0,156.0,2.1176470588235294,29.0,1.7058823529411764
8356,C10529,C20H16O5,Sojagol,0,176.0,2.15,35.0,1.75
8357,C10530,C21H22O6,Sophoraisoflavanone A,0,196.0,2.238095238095238,36.0,1.7142857142857142
8358,C10531,C17H16O5,(-)-Sparticarpin,0,158.0,2.176470588235294,29.0,1.7058823529411764
8359,C10532,C23H22O7,Sumatrol,0,216.0,2.1739130434782608,39.0,1.6956521739130435
8360,C10533,C22H22O11,Tectoridin; Shekanin,0,242.0,2.0,33.0,1.5
8361,C10534,C16H12O6,Tectorigenin,0,156.0,2.0,26.0,1.625
8362,C10535,C23H22O7,Tephrosin,0,216.0,2.1739130434782608,39.0,1.6956521739130435
8363,C10536,C16H12O5,"Texasin; 6,7-Dihydroxy-3-(4-methoxyphenyl)-4-benzopyrone",0,148.0,2.0625,27.0,1.6875
8364,C10537,C23H22O7,Toxicarol; alpha-Toxicarol,0,216.0,2.1739130434782608,39.0,1.6956521739130435
8365,C10538,C22H22O10,Trifolirhizin; (-)-Maackiain 3-O-glucoside,0,234.0,2.0454545454545454,34.0,1.5454545454545454
8366,C10539,C17H16O5,(-)-Variabilin,0,158.0,2.176470588235294,29.0,1.7058823529411764
8367,C10540,C16H16O4,Vestitol,0,144.0,2.25,28.0,1.75
8368,C10541,C16H10O7,Wedelolactone,0,162.0,1.875,25.0,1.5625
8369,C10542,C20H18O5,Wighteone,0,178.0,2.2,35.0,1.75
8370,C10543,C34H46O18,Acanthoside D; (-)-Syringaresinol di-beta-D-glucoside,0,394.0,2.1470588235294117,50.0,1.4705882352941178
8371,C10544,C22H24O8,1-Acetoxypinoresinol,0,220.0,2.1818181818181817,36.0,1.6363636363636365
8372,C10545,C21H24O6,Arctigenin; (-)-Arctigenin,0,198.0,2.2857142857142856,36.0,1.7142857142857142
8373,C10546,C21H18O7,Austrobailignan 1,0,200.0,2.0952380952380953,35.0,1.6666666666666667
8374,C10547,C22H26O6,Burseran; (+)-Burseran,0,206.0,2.3181818181818183,38.0,1.7272727272727273
8375,C10548,C28H28O11,Cleistanthin A,0,284.0,2.107142857142857,45.0,1.6071428571428572
8376,C10549,C20H20O6,Cubebin,0,188.0,2.2,34.0,1.7
8377,C10550,C20H22O4,Dehydrodieugenol,0,174.0,2.35,36.0,1.8
8378,C10551,C21H20O6,Morelensin; (-)-Morelensin; 5'-Demethoxydeoxypodophyllotoxin,0,194.0,2.1904761904761907,36.0,1.7142857142857142
8379,C10552,C21H20O7,4'-Demethyldeoxypodophyllotoxin,0,202.0,2.142857142857143,35.0,1.6666666666666667
8380,C10553,C21H20O8,4'-Demethylpodophyllotoxin,0,210.0,2.0952380952380953,34.0,1.619047619047619
8381,C10554,C21H24O5,Denudatin B,0,190.0,2.3333333333333335,37.0,1.7619047619047619
8382,C10555,C23H28O6,Deoxygomisin A; (+)-gamma-Schizandrin,0,214.0,2.347826086956522,40.0,1.7391304347826086
8383,C10556,C22H22O7,Deoxypodophyllotoxin,0,210.0,2.1818181818181817,37.0,1.6818181818181819
8384,C10557,C22H24O7,Dihydroanhydropodorhizol,0,212.0,2.227272727272727,37.0,1.6818181818181819
8385,C10558,C20H22O6,Dihydrocubebin,0,190.0,2.25,34.0,1.7
8386,C10559,C21H16O7,Diphyllin,0,198.0,2.0476190476190474,35.0,1.6666666666666667
8387,C10560,C27H34O12,Eucommin A; Medioresinol 4'-O-beta-D-glucopyranoside,0,292.0,2.185185185185185,42.0,1.5555555555555556
8388,C10561,C22H26O6,(+)-Eudesmin; Pinoresinol dimethyl ether,0,206.0,2.3181818181818183,38.0,1.7272727272727273
8389,C10562,C33H44O4,Eudesobovatol A,0,274.0,2.5454545454545454,62.0,1.878787878787879
8390,C10563,C21H24O6,Fargesone A,0,198.0,2.2857142857142856,36.0,1.7142857142857142
8401,C10574,C21H22O5,Futoquinol,0,188.0,2.2857142857142856,37.0,1.7619047619047619
8443,C10616,C20H20O5,(+)-Galbacin,0,180.0,2.25,35.0,1.75
8448,C10621,C23H28O6,Gomisin L1 methyl ether; Rubschisandrin; (-)-gamma-Schizandrin,0,214.0,2.347826086956522,40.0,1.7391304347826086
8449,C10622,C24H32O7,Grandisin,0,232.0,2.375,41.0,1.7083333333333333
8454,C10627,C20H18O6,Hinokinin,0,186.0,2.15,34.0,1.7
8455,C10628,C17H16O2,cis-Hinokiresinol,0,134.0,2.3529411764705883,32.0,1.8823529411764706
8457,C10630,C18H18O2,Honokiol,0,142.0,2.388888888888889,34.0,1.8888888888888888
8460,C10633,C22H18O7,Justicidin A,0,206.0,2.090909090909091,37.0,1.6818181818181819
8463,C10636,C21H16O6,Justicidin B,0,190.0,2.0952380952380953,36.0,1.7142857142857142
8465,C10638,C21H24O5,Kadsurenone,0,190.0,2.3333333333333335,37.0,1.7619047619047619
8467,C10640,C21H24O6,Kadsurin A,0,198.0,2.2857142857142856,36.0,1.7142857142857142
8473,C10646,C20H24O6,Lariciresinol; (+)-Lariciresinol,0,192.0,2.3,34.0,1.7
8477,C10650,C20H22O4,Licarin A; (+)(-)-trans-Dehydrodiisoeugenol,0,174.0,2.35,36.0,1.8
8478,C10651,C18H18O2,Magnolol,0,142.0,2.388888888888889,34.0,1.8888888888888888
8484,C10657,C24H32O7,Magnosalicin,0,232.0,2.375,41.0,1.7083333333333333
8485,C10658,C24H30O6,Magnoshinin,0,222.0,2.375,42.0,1.75
8491,C10664,C10H12O4,Acetosyringone,0,104.0,2.2,16.0,1.6
8494,C10667,C10H10O3,3-Acetyl-6-methoxybenzaldehyde,0,94.0,2.2,17.0,1.7
8496,C10669,C36H44O12,Agrimol C,0,356.0,2.2777777777777777,60.0,1.6666666666666667
8498,C10671,C26H34O8,Agrimophol,0,254.0,2.3461538461538463,44.0,1.6923076923076923
8499,C10672,C25H32O8,Aspidin,0,246.0,2.32,42.0,1.68
8500,C10673,C12H16O4,Aspidinol,0,120.0,2.3333333333333335,20.0,1.6666666666666667
8501,C10674,C10H12O5,Danielone,0,112.0,2.1,15.0,1.5
8502,C10675,C8H8O3,"3',4'-Dihydroxyacetophenone",0,80.0,2.125,13.0,1.625
8507,C10680,C9H10O4,"2',6'-Dihydroxy-4'-methoxyacetophenone; 4-O-Methylphloracetophenone",0,96.0,2.111111111111111,14.0,1.5555555555555556
8509,C10682,C20H22O6,Matairesinol; (-)-Matairesinol,0,190.0,2.25,34.0,1.7
8511,C10684,C10H12O4,"2',6'-Dimethoxy-4'-hydroxyacetophenone",0,104.0,2.2,16.0,1.6
8517,C10690,C22H30O6,Megaphone,0,210.0,2.409090909090909,38.0,1.7272727272727273
8520,C10693,C36H44O12,Filicin; Filixic acid BBB,0,356.0,2.2777777777777777,60.0,1.6666666666666667
8522,C10695,C21H30O5,Humulone,0,196.0,2.4761904761904763,37.0,1.7619047619047619
